ID,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,Explanation
1,"Mô hình camera đơn giản nhất về mặt hình học được sử dụng trong thị giác máy tính để mô tả quá trình tạo ảnh là gì?","Mô hình Camera mắt cá (Fisheye Camera Model).","Mô hình Camera lỗ kim (Pinhole Camera Model).","Mô hình Camera toàn cảnh (Panoramic Camera Model).","Mô hình Camera lập thể (Stereo Camera Model).",B,"Mô hình Camera lỗ kim (Pinhole Camera Model) là mô hình hình học đơn giản nhất, mô tả ánh sáng đi qua một lỗ nhỏ để tạo ảnh ngược chiều trên mặt phẳng đối diện."
2,"Quá trình ""Số hóa"" (Digitization) chuyển đổi một cảnh liên tục thành ảnh số bao gồm hai bước chính nào?","Lấy mẫu (Sampling) và Lượng tử hóa (Quantization).","Lọc nhiễu (Filtering) và Nén dữ liệu (Compression).","Phơi sáng (Exposure) và Cân bằng trắng (White Balance).","Chụp ảnh (Capturing) và Lưu trữ (Storing).",A,"Quá trình số hóa gồm 2 bước: Lấy mẫu (Sampling) để rời rạc hóa tọa độ không gian, và Lượng tử hóa (Quantization) để rời rạc hóa giá trị biên độ (màu sắc/độ sáng)."
3,"Trong thư viện OpenCV, một bức ảnh màu mặc định được lưu trữ trong bộ nhớ theo thứ tự kênh màu nào?","R-G-B (Red - Green - Blue).","C-M-Y (Cyan - Magenta - Yellow).","B-G-R (Blue - Green - Red).","H-S-V (Hue - Saturation - Value).",C,"Khác với chuẩn RGB thông thường, OpenCV mặc định đọc và lưu trữ ảnh theo thứ tự kênh màu B-G-R (Blue - Green - Red)."
4,"Thư viện Python nào đóng vai trò là công cụ lõi để xử lý ảnh dưới dạng các mảng đa chiều (ma trận số)?","Matplotlib.","NumPy.","Scikit-learn.","Pandas.",B,"NumPy là thư viện lõi cung cấp đối tượng mảng đa chiều (ndarray), là cấu trúc dữ liệu cơ bản để biểu diễn và xử lý ảnh số trong Python."
5,"Không gian màu nào được tạo ra bằng cách kết hợp ba nguồn sáng cơ bản: Đỏ, Lục và Lam?","Không gian màu CMYK.","Không gian màu HSV.","Không gian màu Grayscale.","Không gian màu RGB.",D,"Không gian màu RGB được tạo thành (cộng tính) từ việc phối hợp ba nguồn sáng cơ bản là Red (Đỏ), Green (Lục), và Blue (Lam)."
6,"Một điểm ảnh (Pixel) trong ảnh số được định nghĩa là gì?","Một đơn vị đo chiều dài vật lý trên cảm biến camera.","Một phần tử ảnh nhỏ nhất mang giá trị số biểu thị cường độ sáng hoặc màu sắc.","Một hình vuông nhỏ nhất có thể nhìn thấy được bằng mắt thường trên màn hình.","Một vector chỉ hướng của ánh sáng đi vào ống kính camera.",B,"Pixel (Picture Element) là phần tử nhỏ nhất của ảnh số, chứa giá trị số đại diện cho cường độ sáng (ảnh xám) hoặc màu sắc (ảnh màu) tại vị trí đó."
7,"Trong mô hình camera lỗ kim, mối quan hệ giữa tọa độ ảnh (x), tiêu cự (f), tọa độ thực tế (X) và độ sâu (Z) là gì?","Tọa độ ảnh x tỉ lệ nghịch với tiêu cự f và tỉ lệ thuận với độ sâu Z.","Tọa độ ảnh x tỉ lệ thuận với tiêu cự f và tỉ lệ nghịch với độ sâu Z.","Tọa độ ảnh x bằng tổng của tiêu cự f và độ sâu Z.","Tọa độ ảnh x không phụ thuộc vào độ sâu Z của vật thể.",B,"Theo tam giác đồng dạng trong mô hình lỗ kim: x = f * (X / Z). Do đó x tỉ lệ thuận với f và tỉ lệ nghịch với độ sâu Z (luật xa gần)."
8,"Nhược điểm chính của không gian màu RGB khi áp dụng vào các thuật toán nhận dạng vật thể là gì?","Không thể biểu diễn được màu trắng và màu đen tuyệt đối.","Thông tin về màu sắc và độ sáng bị trộn lẫn, khiến nó nhạy cảm với thay đổi ánh sáng.","Số lượng màu sắc có thể biểu diễn bị giới hạn chỉ trong 256 màu.","Tốn nhiều dung lượng bộ nhớ lưu trữ hơn so với các không gian màu khác.",B,"Trong RGB, thông tin cường độ sáng và màu sắc không tách biệt (tăng sáng thay đổi cả R, G, B), khiến nhận dạng dựa trên màu sắc kém ổn định khi ánh sáng thay đổi."
9,"Trong không gian màu HSV, thành phần ""Saturation"" (Độ bão hòa) biểu thị điều gì?","Loại màu sắc cơ bản (ví dụ: đỏ, xanh, vàng).","Độ sáng tối của màu sắc (tương đương với mức xám).","Độ tinh khiết hoặc độ đậm nhạt của màu (pha bao nhiêu màu xám).","Góc chiếu của ánh sáng lên bề mặt vật thể.",C,"Saturation (Độ bão hòa) thể hiện độ tinh khiết của màu. Giá trị cao là màu rực rỡ, giá trị thấp là màu nhạt dần về xám (bị pha tạp)."
10,"Tham số nội tại (Intrinsic Parameters) của camera bao gồm những thông tin gì?","Vị trí và hướng quay của camera trong không gian thế giới thực.","Tiêu cự, tọa độ tâm quang học và độ xiên của trục cảm biến.","Độ phân giải màn hình hiển thị và tốc độ khung hình video.","Độ mở ống kính (khẩu độ) và thời gian phơi sáng.",B,"Tham số nội tại mô tả đặc tính bên trong của camera, bao gồm tiêu cự (f), tọa độ tâm quang học (cx, cy) và hệ số xiên (skew)."
11,"Nếu một ảnh màu có kích thước 100 x 100 pixel, nó sẽ được biểu diễn trong NumPy dưới dạng ma trận có kích thước (shape) là bao nhiêu?","(100, 100)","(3, 100, 100)","(100, 100, 3)","(10000, 3)",C,"Trong OpenCV/NumPy, ảnh màu được biểu diễn với shape (Chiều cao, Chiều rộng, Số kênh). Với ảnh 100x100 màu, shape là (100, 100, 3)."
12,"Tại sao khi hiển thị ảnh đọc bằng OpenCV (cv2.imread) trực tiếp bằng Matplotlib (plt.imshow) thì màu sắc thường bị sai (ám xanh dương)?","Do Matplotlib không hỗ trợ hiển thị ảnh có độ phân giải cao.","Do OpenCV đọc ảnh theo chuẩn BGR còn Matplotlib hiển thị theo chuẩn RGB.","Do ảnh bị lỗi trong quá trình đọc từ ổ đĩa cứng.","Do Matplotlib tự động áp dụng bộ lọc làm mượt ảnh.",B,"Điều này xảy ra do sự lệch chuẩn: OpenCV đọc ảnh vào bộ nhớ theo thứ tự BGR, trong khi Matplotlib mặc định hiển thị dữ liệu theo thứ tự RGB (Kênh Đỏ bị hiểu nhầm là Xanh và ngược lại)."
13,"Độ sâu bit (Bit Depth) phổ biến nhất là 8-bit, điều này có ý nghĩa gì đối với giá trị của một kênh màu?","Mỗi kênh màu có thể nhận giá trị từ 0 đến 1.","Mỗi kênh màu có thể nhận giá trị số nguyên từ 0 đến 255.","Mỗi kênh màu có thể nhận giá trị từ -128 đến 127.","Mỗi kênh màu có thể biểu diễn được 8 triệu màu sắc khác nhau.",B,"8-bit nghĩa là có 2 mũ 8 = 256 giá trị khác nhau. Với số nguyên dương (unsigned), dải giá trị là từ 0 đến 255."
14,"Ma trận Camera K (Camera Matrix) trong phương trình chiếu đóng vai trò gì?","Chuyển đổi tọa độ từ hệ quy chiếu thế giới (World coords) sang hệ quy chiếu camera (Camera coords).","Chuyển đổi tọa độ từ hệ quy chiếu camera 3D sang tọa độ pixel 2D trên mặt phẳng ảnh.","Loại bỏ biến dạng méo hình (distortion) do thấu kính gây ra.","Tính toán độ sáng của từng điểm ảnh dựa trên nguồn sáng môi trường.",B,"Ma trận nội tại K thực hiện phép chiếu phối cảnh, chuyển đổi điểm 3D (trong hệ tọa độ camera) thành điểm 2D (tọa độ pixel u, v) trên mặt phẳng ảnh."
15,"Trong phương trình chiếu x_{img} ~ K [R|t] X_w, thành phần [R|t] đại diện cho điều gì?","Các tham số nội tại, mô tả tiêu cự và tâm ảnh.","Các tham số ngoại tại, mô tả phép quay và tịnh tiến từ hệ tọa độ thế giới sang hệ tọa độ camera.","Ma trận biến dạng dùng để hiệu chỉnh ống kính mắt cá.","Vector màu sắc của điểm ảnh tại vị trí X_w.",B,"[R|t] là ma trận ngoại tại (Extrinsic Matrix), kết hợp phép quay (Rotation) và tịnh tiến (Translation) để chuyển đổi tọa độ từ thế giới thực về hệ trục của camera."
16,"Tại sao phép chiếu từ 3D sang 2D được coi là làm mất thông tin (lossy), dẫn đến bản chất ""bài toán ngược"" của thị giác máy tính?","Vì độ phân giải của ảnh luôn thấp hơn độ phân giải của mắt người.","Vì thông tin về chiều sâu (Z) bị mất đi, nhiều điểm 3D khác nhau có thể cùng chiếu vào một điểm 2D.","Vì màu sắc của vật thể bị thay đổi khi đi qua thấu kính camera.","Vì các đường thẳng song song trong 3D luôn bị biến thành đường cong trong 2D.",B,"Khi chiếu 3D xuống 2D, thông tin độ sâu (Z) bị triệt tiêu (nhiều điểm nằm trên cùng 1 tia chiếu sẽ đè lên nhau). Việc khôi phục 3D từ 1 ảnh 2D là bài toán không xác định (ill-posed)."
17,"Khi thực hiện tách đối tượng dựa trên màu sắc (Color Segmentation), tại sao việc sử dụng ngưỡng trên kênh Hue (H) của không gian HSV lại hiệu quả hơn so với dùng RGB?","Vì kênh Hue chứa thông tin độ sáng, giúp tách biên đối tượng rõ hơn.","Vì kênh Hue biểu diễn loại màu sắc (đỏ, vàng,...) và tương đối ổn định khi cường độ ánh sáng thay đổi.","Vì kênh Hue có độ phân giải cao hơn các kênh R, G, B.","Vì kênh Hue được lưu trữ dưới dạng số thực float, cho độ chính xác cao hơn số nguyên.",B,"Kênh Hue (H) tách biệt thông tin màu sắc khỏi cường độ sáng (V). Khi bóng đổ hoặc ánh sáng đổi, giá trị H thường ít thay đổi hơn so với giá trị R, G, B."
18,"Giả sử bạn muốn làm tối một bức ảnh mà không làm thay đổi màu sắc của nó. Trong không gian màu HSV, bạn cần thao tác như thế nào?","Giảm giá trị của kênh H (Hue) và giữ nguyên S, V.","Giảm giá trị của cả 3 kênh H, S, V một lượng bằng nhau.","Giữ nguyên H và S, chỉ giảm giá trị của kênh V (Value).","Tăng giá trị của kênh S (Saturation) và giảm kênh H (Hue).",C,"Trong HSV, V (Value) đại diện cho độ sáng. Giảm V sẽ làm ảnh tối đi mà không làm thay đổi màu (H) hay độ rực (S)."
19,"Phương pháp truy cập pixel nào trong Python/NumPy là hiệu quả nhất về mặt tốc độ khi muốn xử lý một vùng ảnh (ROI)?","Sử dụng hai vòng lặp for lồng nhau để duyệt qua từng pixel (x, y).","Sử dụng kỹ thuật cắt lát mảng (Array Slicing) của NumPy (ví dụ: image[y1:y2, x1:x2]).","Chuyển đổi ảnh thành danh sách (List) Python và duyệt qua từng phần tử.","Sử dụng hàm getPixel() của thư viện PIL.",B,"Slicing (cắt lát) trong NumPy được tối ưu hóa bằng C ở tầng dưới, nhanh hơn rất nhiều so với việc dùng vòng lặp Python thuần túy để duyệt từng pixel."
20,"Nếu tâm chiếu của camera lỗ kim di chuyển lại gần mặt phẳng ảnh (giảm tiêu cự f), điều gì sẽ xảy ra với hình ảnh thu được?","Hình ảnh sẽ được phóng to (zoom in).","Hình ảnh sẽ bị thu nhỏ lại (zoom out) và trường nhìn (FOV) rộng hơn.","Hình ảnh sẽ bị mờ đi do mất tiêu điểm.","Hình ảnh sẽ bị đảo ngược màu sắc.",B,"Giảm tiêu cự f (như ống kính góc rộng) sẽ làm góc nhìn (FOV) mở rộng ra, khiến các vật thể trong ảnh trông nhỏ hơn (zoom out)."
